pred,label,error,s3_entropy,s4_entropy,p_len,l_len
6.898865222930908,5.161144733428955,1.7377204895019531,1.554424212544073,2.9565076000541497,512,43
6.71705961227417,6.52273416519165,0.19432544708251953,1.0372980314481888,2.910208435030466,512,43
7.343118190765381,5.886023044586182,1.4570951461791992,1.8672975223515755,3.0161577730776146,512,43
6.784694194793701,5.657557487487793,1.1271367073059082,2.070313917126817,2.912102609333961,505,43
7.277674198150635,6.584859848022461,0.6928143501281738,1.9389773183314738,2.6156945621368792,512,43
7.449590682983398,7.917214393615723,0.4676237106323242,0.14100487092888395,2.5569590268769833,512,43
6.612461566925049,7.0039262771606445,0.3914647102355957,0.5491877066697548,2.8980442329488034,505,43
6.652339458465576,5.065496444702148,1.5868430137634277,0.44904126250930587,2.828340859039818,512,43
7.1825079917907715,5.2839884757995605,1.898519515991211,0.2678989178547078,2.9897019937126825,512,43
7.4612884521484375,7.583359718322754,0.1220712661743164,0.12008117580853897,2.652153074740098,512,43
6.7923383712768555,6.7956085205078125,0.0032701492309570312,0.7593741550796567,2.8458288372117986,512,43
6.909194469451904,5.677760124206543,1.2314343452453613,1.2030423968957573,2.9881491564337574,512,43
7.879371166229248,8.036211967468262,0.15684080123901367,0.8384580913060409,2.685672142154061,512,43
7.731638431549072,7.821022987365723,0.08938455581665039,0.13719337531857392,2.6678894796312163,512,43
6.782011985778809,5.301021099090576,1.4809908866882324,0.6418164029536298,2.8140955572777666,512,43
7.730559825897217,7.995678424835205,0.2651185989379883,0.32895129240408894,2.581032817226439,512,43
6.589029312133789,5.886023044586182,0.7030062675476074,2.02002107026853,2.9580300346734494,512,43
7.096020221710205,5.236564636230469,1.8594555854797363,1.609498067677936,2.943840547245013,512,43
6.501362323760986,5.552826404571533,0.9485359191894531,0.6872120361990576,2.961986207350569,512,43
6.658905506134033,5.031512260437012,1.6273932456970215,2.149765537493643,3.061821837071104,512,43
7.763646602630615,5.022271633148193,2.741374969482422,1.0771327280948273,2.8019618767615984,512,43
6.456417560577393,6.55268669128418,0.09626913070678711,1.4526803043318872,3.028428637818038,512,43
6.824103355407715,5.173918724060059,1.6501846313476562,0.20799661586722493,2.727319241382546,512,43
6.703512668609619,5.34677791595459,1.3567347526550293,0.37556494808902985,2.6876458574647493,512,43
7.847789764404297,8.244125366210938,0.3963356018066406,0.7609698911612157,2.5128683777217025,512,43
6.229379653930664,5.34677791595459,0.8826017379760742,0.537703742294325,2.71117303867627,512,43
6.742149829864502,5.161144733428955,1.5810050964355469,0.9211997998290439,2.9444273117299784,512,43
6.67149543762207,6.443576812744141,0.2279186248779297,0.8904929112488378,2.8504180774642665,509,43
7.469198703765869,7.696804046630859,0.22760534286499023,0.311378590443643,2.838888387677116,512,43
6.644600868225098,5.167484760284424,1.4771161079406738,0.9853801867227341,2.8241185635848356,512,43
7.200066089630127,5.207601070404053,1.9924650192260742,0.8639243634349689,2.6903799463433224,512,43
6.6213154792785645,6.6987528800964355,0.0774374008178711,0.5092908840956618,3.2873479904048457,512,43
6.691295146942139,5.2675981521606445,1.4236969947814941,1.8104614615094794,2.9684041463735165,512,43
6.215790271759033,8.091514587402344,1.8757243156433105,0.42789453490106477,3.166457651410245,512,43
7.415107250213623,5.9585676193237305,1.4565396308898926,1.5466607319513372,2.8573325602187873,512,43
6.824103355407715,5.408924102783203,1.4151792526245117,0.20799661586722493,2.727319241382546,512,43
6.931371212005615,7.917214393615723,0.9858431816101074,0.24712223227232313,3.9995965087216243,512,60
8.416338920593262,7.634511947631836,0.7818269729614258,0.3337014420228962,3.5024848729248097,331,59
7.186024188995361,7.767004013061523,0.5809798240661621,0.00017363007770734214,4.110978412256049,150,71
7.090291500091553,7.850780963897705,0.7604894638061523,0.0001515425608325273,3.9962924287047565,150,64
5.912898063659668,5.044788837432861,0.8681092262268066,0.1804943907733291,3.573610066704242,512,55
6.021432399749756,5.338177680969238,0.6832547187805176,0.15840267687678367,3.753754719366351,512,58
5.911276340484619,5.815279960632324,0.09599637985229492,0.1846079558121503,3.505772160261233,512,54
5.957026958465576,5.982924938201904,0.025897979736328125,0.1729372908649254,3.623092013873272,512,57
5.488770961761475,5.2757158279418945,0.21305513381958008,1.5938264221620033,4.7088341455775025,512,126
7.5514349937438965,7.821022987365723,0.26958799362182617,1.5384040892719402,4.518241474767461,384,103
7.54824686050415,9.187087059020996,1.6388401985168457,1.4961261911020853,4.516237468034011,384,103
5.183780193328857,5.74470329284668,0.5609230995178223,2.379557398286836,3.9499844698105226,152,72
7.584625720977783,8.677781105041504,1.0931553840637207,0.22182972148916283,3.3251185820738143,359,47
7.114375114440918,6.452102184295654,0.6622729301452637,1.6122369010460753,3.7419567008264445,267,48
6.428958415985107,6.55268669128418,0.12372827529907227,0.1634272488349223,4.488051979214724,512,126
6.568323135375977,6.508498191833496,0.05982494354248047,0.21140146321524633,4.24772550547846,512,126
7.065354824066162,6.619607925415039,0.44574689865112305,0.06348359512191629,4.425647651742809,155,126
7.130366325378418,6.677574157714844,0.4527921676635742,0.07123484976708155,4.187697290838256,155,126
6.463199138641357,6.889073848724365,0.4258747100830078,2.1749458419851058,4.336482996073252,288,126
6.572786808013916,6.7956085205078125,0.22282171249389648,2.1347533166615067,4.072441457958656,288,126
7.6461639404296875,7.675717353820801,0.02955341339111328,0.35841716677376373,4.40099592334443,232,126
7.698875904083252,7.917214393615723,0.2183384895324707,0.42192393127485356,4.157002103231442,232,126
6.337543964385986,6.124880790710449,0.2126631736755371,1.6174845963087345,3.236698987208565,497,43
4.395025730133057,8.136676788330078,3.7416510581970215,1.562142510582528,3.1580547294518517,315,37
6.962661266326904,6.455807685852051,0.5068535804748535,0.24153524210682695,3.1719169261671194,512,52
8.16346549987793,8.212539672851562,0.04907417297363281,1.5288376818265688,3.54029768821827,471,48
6.900145053863525,6.3499064445495605,0.5502386093139648,0.39910883656385043,2.3009688734926534,479,36
6.985935688018799,6.8661417961120605,0.11979389190673828,1.217560801439901,3.9236486630448715,512,53
7.444077014923096,8.008773803710938,0.5646967887878418,0.03191397984025281,3.4866361587416277,155,126
6.763154983520508,6.4088239669799805,0.35433101654052734,1.8859818297074216,3.5337478133606486,288,126
6.137508869171143,5.096904754638672,1.0406041145324707,1.4348872820255933,3.5142937242509213,142,37
5.3374247550964355,4.847708702087402,0.4897160530090332,1.6855876724656405,3.1924289283433533,282,35
2.8778579235076904,2.2291479110717773,0.6487100124359131,0.3335905261453825,2.983345251674624,250,21
3.0659568309783936,2.552841901779175,0.5131149291992188,0.3210350140949934,3.3846061323445986,250,31
2.6936914920806885,2.0,0.6936914920806885,1.9416345290823676,3.0066975604180204,135,21
2.899500608444214,2.3565473556518555,0.5429532527923584,0.3558231423864611,3.0005872510031306,250,21
3.1505396366119385,4.698967933654785,1.5484282970428467,2.618236680596989,3.021177653326608,122,21
3.1505396366119385,4.154901504516602,1.004361867904663,2.618236680596989,3.021177653326608,122,21
2.6936914920806885,2.0,0.6936914920806885,1.9416345290823676,3.0066975604180204,135,21
2.6936914920806885,2.0,0.6936914920806885,1.9416345290823676,3.0066975604180204,135,21
2.899500608444214,2.3565473556518555,0.5429532527923584,0.3558231423864611,3.0005872510031306,250,21
2.8995001316070557,2.568636178970337,0.33086395263671875,0.3558244847352351,3.000587276126293,250,21
2.6817469596862793,2.318758726119995,0.3629882335662842,2.0258506376763323,3.0074826065209894,136,21
2.5320944786071777,2.275724172592163,0.25637030601501465,1.118173149045525,2.981879895089238,317,21
2.5320944786071777,2.2006595134735107,0.331434965133667,1.118173149045525,2.981879895089238,317,21
2.663259506225586,2.4814860820770264,0.18177342414855957,3.2787204543437354,3.011151130931253,355,21
2.663259506225586,2.552841901779175,0.11041760444641113,3.2787204543437354,3.011151130931253,355,21
2.8995001316070557,2.0,0.8995001316070557,0.3558244847352351,3.000587276126293,250,21
2.6936919689178467,2.0,0.6936919689178467,1.941630633763839,3.0066976351104597,135,21
2.6726675033569336,2.0,0.6726675033569336,0.5739589415220904,3.005517778746966,132,21
3.8919777870178223,5.52286434173584,1.6308865547180176,0.6833589382149801,4.269080557262757,160,74
4.699653148651123,4.8538689613342285,0.15421581268310547,0.4536069702809906,4.306240750331388,160,76
4.734096527099609,4.6575751304626465,0.07652139663696289,0.6231673130968363,4.251089788938681,160,72
4.5117878913879395,4.173924446105957,0.3378634452819824,0.7062933294205882,4.401112595198079,160,84
3.68207049369812,3.5883800983428955,0.09369039535522461,2.1422871773056067,4.180468312449393,288,69
4.444229602813721,3.4685208797454834,0.9757087230682373,0.08005957144367319,4.179031849717727,155,69
3.0549583435058594,2.2262134552001953,0.8287448883056641,0.14841487523669353,3.4661727302498995,155,37
3.0891873836517334,2.8728952407836914,0.216292142868042,0.15494884415555055,3.739925183060462,155,46
4.846658229827881,3.823908567428589,1.022749662399292,1.6209051945312336,3.8737156958326415,291,50
2.6910109519958496,2.8356471061706543,0.1446361541748047,1.8214829935887833,2.983009686581213,291,20
5.298163414001465,2.6575772762298584,2.6405861377716064,1.0114967826609018,3.1649663141642477,291,25
5.298163414001465,2.5590908527374268,2.739072561264038,1.0114967826609018,3.1649663141642477,291,25
2.6910109519958496,2.0,0.6910109519958496,1.8214829935887833,2.983009686581213,291,20
3.7811474800109863,7.954677104949951,4.173529624938965,1.2209411765484603,4.316357570664697,512,76
4.935386657714844,3.896195888519287,1.0391907691955566,0.10444969016295355,4.089116313912533,155,61
4.021684169769287,3.4647057056427,0.5569784641265869,2.3064492806030965,4.089282125364427,288,61
3.3892605304718018,4.022275924682617,0.6330153942108154,0.09318463562682215,4.364392949430506,155,83
3.650968074798584,3.7594504356384277,0.10848236083984375,0.06834974197966633,4.281866547924434,155,83
3.1230945587158203,3.79587984085083,0.6727852821350098,0.06474387040681144,4.328866959314602,155,81
3.8982577323913574,3.954676628112793,0.05641889572143555,0.05244000126153221,4.138053965933219,155,91
3.3249671459198,4.366530418395996,1.0415632724761963,0.06521201736284125,4.452450020814056,155,92
4.586945056915283,4.698967933654785,0.11202287673950195,0.05528558090796148,4.224543158598001,155,104
4.890723705291748,3.4647057056427,1.4260179996490479,0.08202669359827126,3.9842098308502987,155,59
4.072237014770508,3.886056423187256,0.18618059158325195,0.0854451380269814,4.135601233306656,155,65
3.206873655319214,3.619788646697998,0.4129149913787842,2.1969119908584087,4.374019581416789,288,83
3.1589717864990234,3.536106824874878,0.3771350383758545,2.163943305455035,4.310258279052356,288,79
3.141160249710083,3.318758726119995,0.1775984764099121,2.0924928928089668,4.32538612444,288,81
3.255652904510498,3.913639783859253,0.6579868793487549,2.09396926507578,4.456489391025571,288,92
3.2664358615875244,3.725841999053955,0.45940613746643066,2.0378184533013113,4.445096757653117,288,94
3.8363101482391357,3.6777803897857666,0.15852975845336914,2.168007210232762,3.975631864346501,288,59
3.5613372325897217,3.4685208797454834,0.09281635284423828,2.1659741167686017,4.135600636254548,288,65
3.369269609451294,3.552841901779175,0.18357229232788086,0.32266084673219453,4.350527679552434,232,83
3.1847357749938965,3.6840293407440186,0.49929356575012207,0.21849530042775367,4.305420397145616,232,79
3.2305867671966553,3.982966184616089,0.7523794174194336,0.1957156275994115,4.321632752869791,232,81
5.96201229095459,3.263603448867798,2.698408842086792,0.28964800667118246,4.078033219144329,232,91
3.658651351928711,4.3979387283325195,0.7392873764038086,0.23160437964288524,4.430424556504499,232,92
3.8903613090515137,4.091514587402344,0.20115327835083008,0.21325343777570904,4.3931325062942035,232,94
6.796907901763916,4.301029205322266,2.4958786964416504,0.3292203465160587,4.150115690023799,232,104
7.441822528839111,3.2006592750549316,4.24116325378418,0.31048430268367666,4.0061260195537995,232,59
6.0893378257751465,3.7033345699310303,2.386003255844116,0.3431723562731066,4.129735442097868,232,65
3.3415329456329346,4.356546401977539,1.0150134563446045,0.05774454997899199,4.437746126047782,155,94
3.578686475753784,3.619788646697998,0.04110217094421387,1.9083914887311408,4.207027333917319,288,91
3.9946463108062744,3.8041000366210938,0.19054627418518066,1.934708809352542,4.290418430922358,288,104
4.619033336639404,3.2907299995422363,1.328303337097168,0.2962467473059349,4.249769880807867,232,83
3.129225015640259,3.471083164215088,0.3418581485748291,0.0736807805369706,4.307753898765034,155,79
5.673938274383545,4.425967693328857,1.2479705810546875,0.08585023628575414,4.224012063865577,155,70
4.059939384460449,3.8096680641174316,0.2502713203430176,2.253742679220974,4.222667713615772,288,70
4.057173728942871,7.767004013061523,3.7098302841186523,1.5537525638737402,3.2164154027385994,300,27
4.057173728942871,7.718966484069824,3.661792755126953,1.5537525638737402,3.2164154027385994,300,27
3.83500599861145,2.301029920578003,1.5339760780334473,2.925881261367096,3.8978698470355453,204,64
6.190884590148926,5.525769233703613,0.6651153564453125,1.6196940267350455,3.5967485541522835,464,50
6.567991733551025,7.600326061248779,1.032334327697754,1.077187874461715,2.8202091573253174,261,49
7.664153099060059,6.999566078186035,0.6645870208740234,1.5496441671906223,2.6298572750623275,260,49
7.465410232543945,5.376740455627441,2.088669776916504,1.7089056841256411,2.6278555283538023,264,49
7.619033336639404,6.481354713439941,1.137678623199463,1.0875514387163854,2.6368080579700828,262,49
6.643798351287842,6.6987528800964355,0.05495452880859375,0.7307813510304519,4.570076545640064,407,113
3.617328405380249,2.86966609954834,0.7476623058319092,0.48800590895982904,2.622041816425578,512,18
6.6525959968566895,6.537452220916748,0.1151437759399414,0.11979480851515208,3.0883641943222866,481,53
6.790420055389404,5.119180679321289,1.6712393760681152,0.1505064587726894,2.98390744804528,481,54
5.556731700897217,4.950778007507324,0.6059536933898926,0.5142416362883087,3.012604859251824,512,46
7.049778938293457,8.091514587402344,1.0417356491088867,0.0012204521966963744,4.184054432529405,239,94
7.767867088317871,6.8197021484375,0.9481649398803711,0.09494560232888151,2.7469369735841296,359,56
3.8863275051116943,2.698970079421997,1.1873574256896973,0.2979966124404098,3.436388841865941,163,36
7.485861301422119,8.040958404541016,0.5550971031188965,0.32436949918156055,4.49225653077337,163,126
5.155799865722656,5.199993133544922,0.044193267822265625,0.749704873125213,3.792052582004621,337,120
7.825789928436279,6.431680679321289,1.3941092491149902,0.9184148465623069,2.527043757167088,398,28
8.051826477050781,6.942714214324951,1.10911226272583,0.9556295417821398,2.9006571570048845,398,25
7.825789928436279,6.958212852478027,0.867577075958252,0.9184148465623069,2.527043757167088,398,28
7.647415637969971,6.080869674682617,1.5665459632873535,0.7677139241290755,3.1379479084263857,380,36
7.9935302734375,5.7212233543396,2.2723069190979004,0.8825293969501573,2.9223630523741204,380,33
7.411079406738281,6.346691131591797,1.0643882751464844,0.8347333867582349,3.190922248556685,380,35
7.785151958465576,5.657557487487793,2.127594470977783,0.8953643868767243,2.8047429901997463,380,32
5.690972805023193,4.966572284698486,0.724400520324707,2.1856068866009037,3.7675540704538673,165,64
6.419353008270264,5.178414344787598,1.240938663482666,1.8650206026721012,3.5309697386000662,512,40
5.006863117218018,5.026867389678955,0.0200042724609375,1.3280807234350636,4.667868023133684,365,126
5.006863117218018,4.0315165519714355,0.975346565246582,1.3280807234350636,4.667868023133684,365,126
7.287855625152588,8.318758964538574,1.0309033393859863,1.22351603532913,3.0013449349255925,425,49
7.670917987823486,8.229147911071777,0.558229923248291,1.357913838352324,3.9339029324033628,403,71
8.422971725463867,8.602060317993164,0.17908859252929688,0.2514026105903044,3.6333374087974595,344,65
8.422971725463867,8.698969841003418,0.2759981155395508,0.2514026105903044,3.6333374087974595,344,65
7.895117282867432,8.050609588623047,0.15549230575561523,1.1710686526303298,3.8533206232798807,403,65
8.415468215942383,8.74472713470459,0.32925891876220703,0.3713976038392244,3.91558630211751,344,71
8.422971725463867,8.585026741027832,0.16205501556396484,0.2514026105903044,3.6333374087974595,344,65
7.933363437652588,7.995678424835205,0.06231498718261719,2.2632697666658594,3.818433236816352,309,71
6.918212413787842,6.6987528800964355,0.21945953369140625,1.0727468799975315,3.5356335150115585,199,42
6.584670066833496,7.442492961883545,0.8578228950500488,1.856570589464633,3.6412381413737402,512,42
3.6258933544158936,3.301029920578003,0.3248634338378906,2.501586732082389,0.23869111648549748,268,45
8.01966667175293,7.995678424835205,0.02398824691772461,2.1400719872402725,4.652202464117408,327,126
3.6103782653808594,4.180455207824707,0.5700769424438477,1.034351239803254,4.383935274307082,303,83
6.382000923156738,6.124880790710449,0.25712013244628906,1.185598996657371,4.009045509466117,512,75
3.427391767501831,2.124938726425171,1.3024530410766602,2.1495867386887304,3.80185864064587,288,48
3.521118402481079,2.48811674118042,1.0330016613006592,0.09276031739740317,3.792696287321616,155,48
6.080787181854248,7.718966484069824,1.6381793022155762,0.5682369292810465,4.7484665280389695,432,126
8.030791282653809,8.113509178161621,0.0827178955078125,0.5766972129443676,2.788818825421329,412,60
8.030791282653809,7.567030906677246,0.4637603759765625,0.5766972129443676,2.788818825421329,412,60
8.030791282653809,7.130181789398193,0.9006094932556152,0.5766972129443676,2.788818825421329,412,60
8.030791282653809,8.356547355651855,0.3257560729980469,0.5766972129443676,2.788818825421329,412,60
8.030791282653809,7.917214393615723,0.11357688903808594,0.5766972129443676,2.788818825421329,412,60
8.030791282653809,7.0039262771606445,1.026865005493164,0.5766972129443676,2.788818825421329,412,60
8.030791282653809,7.442492961883545,0.5882983207702637,0.5766972129443676,2.788818825421329,412,60
8.030791282653809,7.6556077003479,0.3751835823059082,0.5766972129443676,2.788818825421329,412,60
8.030791282653809,8.346787452697754,0.3159961700439453,0.5766972129443676,2.788818825421329,412,60
8.030791282653809,6.199213981628418,1.8315773010253906,0.5766972129443676,2.788818825421329,412,60
8.492498397827148,8.468521118164062,0.023977279663085938,1.8301763242555014,3.7983886305167474,262,47
8.489184379577637,7.767004013061523,0.7221803665161133,2.0745177455038872,3.8043148725304428,354,47
8.478096008300781,9.113509178161621,0.6354131698608398,1.7583291989895988,3.8001150074541545,264,47
8.503080368041992,8.468521118164062,0.03455924987792969,2.16786847153453,3.794103999620201,260,47
8.479923248291016,9.823908805847168,1.3439855575561523,1.81733669193895,3.7905321152889475,261,47
5.22294282913208,8.376750946044922,3.153808116912842,0.01122801147305508,3.0674940218574616,233,51
4.610376834869385,5.200652599334717,0.590275764465332,1.7608810542380933,4.11756622480792,135,64
5.887718200683594,5.8538408279418945,0.03387737274169922,0.23546925080074824,4.109608789626333,250,64
7.328959941864014,7.583359718322754,0.25439977645874023,1.2662298668411156,4.267978790911793,512,126
7.876115322113037,5.2757158279418945,2.6003994941711426,0.5509739612158363,3.5020864208104054,512,44
7.876115322113037,5.096904754638672,2.7792105674743652,0.5509739612158363,3.5020864208104054,512,44
7.876115322113037,5.154895782470703,2.721219539642334,0.5509739612158363,3.5020864208104054,512,44
7.876115322113037,5.244117736816406,2.631997585296631,0.5509739612158363,3.5020864208104054,512,44
7.876115322113037,5.2839884757995605,2.5921268463134766,0.5509739612158363,3.5020864208104054,512,44
7.876115322113037,5.52286434173584,2.3532509803771973,0.5509739612158363,3.5020864208104054,512,44
7.876115322113037,5.259629249572754,2.616486072540283,0.5509739612158363,3.5020864208104054,512,44
7.876115322113037,5.050605297088623,2.825510025024414,0.5509739612158363,3.5020864208104054,512,44
7.876115322113037,5.301021099090576,2.575094223022461,0.5509739612158363,3.5020864208104054,512,44
7.876115322113037,5.657557487487793,2.218557834625244,0.5509739612158363,3.5020864208104054,512,44
6.7980570793151855,7.0039262771606445,0.20586919784545898,1.334279772163469,3.729365865768524,393,44
7.876115322113037,5.376740455627441,2.4993748664855957,0.5509739612158363,3.5020864208104054,512,44
6.76645040512085,6.275642395019531,0.49080801010131836,1.272367947535532,3.7323613110587854,400,44
3.533719062805176,2.8538718223571777,0.679847240447998,0.31247167980167173,2.042441373716848,501,21
7.062079906463623,6.397831439971924,0.6642484664916992,0.0001730526848822823,3.9654705650852495,150,74
7.062078475952148,6.683819770812988,0.37825870513916016,0.00017305518641406,3.9654708358905393,150,74
6.942357540130615,6.297483444213867,0.644874095916748,1.340001185185635,1.8460700914405543,340,56
5.863314151763916,6.278931617736816,0.4156174659729004,1.4922074627978916,2.2592346146585895,340,53
6.529735088348389,6.327809810638428,0.20192527770996094,0.8171811746929233,3.6769474860985736,512,55
5.266353607177734,4.744725227355957,0.5216283798217773,1.0531828707814264,3.6495539018098357,512,44
6.896020889282227,6.121995449066162,0.7740254402160645,0.6986203488683925,3.2361340980538476,444,49
6.643489360809326,5.214591979980469,1.4288973808288574,0.9039282878244601,3.4089495618097745,444,52
7.89888858795166,6.850472927093506,1.0484156608581543,1.1727374063098086,1.5056713894900375,261,42
6.1236701011657715,6.663340091705322,0.5396699905395508,1.3321983797812988,0.5285856063659988,261,34
7.715453624725342,6.230548858642578,1.4849047660827637,1.249739235102094,2.2198183356572474,261,32
7.955787181854248,6.361411094665527,1.5943760871887207,1.310078630276957,2.4321712371919384,261,33
7.3152875900268555,7.454692840576172,0.1394052505493164,0.00024972028443688115,3.884374393461457,150,74
7.9978508949279785,8.74472713470459,0.7468762397766113,1.9887495411611056,2.93964455378858,260,36
7.809798717498779,6.52273416519165,1.287064552307129,0.923508797797437,3.4495740195960334,460,43
8.057579040527344,9.013228416442871,0.9556493759155273,1.7538665850208406,3.4407211570329035,466,40
8.112360954284668,6.657380104064941,1.4549808502197266,1.2626059185894616,3.436922264499852,512,43
7.831182956695557,8.920818328857422,1.0896353721618652,1.0387727031680543,3.4089254517414664,460,40
8.030844688415527,9.267605781555176,1.2367610931396484,1.3449951839016117,3.398724434324123,512,40
8.010311126708984,6.657380104064941,1.352931022644043,1.6998363775834688,3.488477277289129,466,43
7.865736961364746,8.183095932006836,0.31735897064208984,1.8489792598938268,3.452060867719763,479,40
